X_Minimum,Y_Minimum,Pixels_Areas,Length_of_Conveyer,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,type,Total_Perimeter,Mean_of_Luminosity,targets
-1.0164813758060804,-0.7777286286684938,-0.31485157985580653,1.5763032124333762,0.022919807412130767,-0.9408635088064823,-1.2585311128231964,-1.4353637007831819,-0.4862265923478756,-0.5753307998221396,0.7964013817580219,0.8798039264445185,-0.08353763728646176,-0.8984368516259391,0.5288723714154281,1.4676555149451112,-1.0757517009495405,-0.009489663128005652,-1.223956493536228,-0.18798201564060957,-0.7058278587530361,4
0.14189426918505454,0.5001879910667724,-0.34562302582941234,1.5763032124333762,0.022919807412130767,1.4450430559308667,-0.25434915246854295,-1.342739861700209,-0.504887746472215,-0.043289590662221204,0.6542232700079886,0.8798039264445185,-0.5819359424362653,-1.15784128484713,0.1301740150592867,1.4175296017185308,-0.29782420399886445,-0.8457589962013518,-1.223956493536228,-0.21748123965292496,-0.17776107424612686,4
0.49536212768981214,-0.05454636734885248,-0.35278367677924516,1.1335209706460003,0.3860818171014863,2.133548475297652,-0.5217909372654644,-0.8762994927724107,-0.5031912779154568,0.5734506054273291,0.5718197397744859,0.8798039264445185,-0.8128144246743197,-1.15784128484713,-0.32576430410889,1.1651026920834817,0.05718505995096874,-1.0915125634258658,-1.223956493536228,-0.23574266404150115,0.2125491577807191,4
0.5414666309730414,-0.7222250934181533,-0.3324629105702602,-0.7344666118944918,3.836120909150364,1.3248966909419946,0.19745985727012536,-1.5320467519375198,-0.47774424956408496,-0.2961530710589368,0.7964013817580219,0.8798039264445185,-0.3130214664192892,-1.0188968766605995,0.55022728061838,1.5199781813409836,-0.17141939031975711,-0.18923747608598362,0.8170225047058839,-0.19219619049951178,0.23550858319406295,4
1.3790317739517062,-0.6496776270324437,0.0996920508074867,-0.7344666118944918,1.9295203582812472,-0.8751167479653496,0.25065672454580706,-1.8619499875557566,-0.35220557636398364,-1.345433724672625,0.7473008326551577,0.8798039264445185,1.127655191280334,-0.21846077927511548,2.2161303521517435,1.6985143025543805,-0.45650258712795644,1.221635521361226,0.8170225047058839,0.17584174717794696,-1.1879757924332575,4
-0.2711252393938742,-0.873917095109751,-0.24459978810474425,-0.4992385459449484,-0.7034042119665803,0.9621214166561507,-0.5283494551487677,-1.6398003814683084,-0.4319395985316155,-0.24886965602540434,0.7964013817580219,0.8798039264445185,0.3891229787396051,-0.6112019988277748,1.1805273326601429,1.578291992744017,-0.6414032454351614,1.1845072845862994,0.8170225047058839,-0.12336466780410918,-0.5451118808596289,4
-0.3037825958861616,-0.8523751624378966,1.385319192962602,1.5763032124333762,1.2939868413248752,0.5269245834742367,-0.5480250087986774,-1.8128704234201576,-0.23345277739091483,-1.9202355874280856,0.6286055922151897,0.8798039264445185,1.856551618730403,0.37968555193147363,2.674490362054276,1.6719535596893003,2.759424135356991,1.221635521361226,0.8170225047058839,0.6562576810927977,0.16663030695403133,4
-0.7321702722261667,-0.8115278973569412,-0.34097827926735863,1.5763032124333762,1.2939868413248752,-0.3551499794857315,-0.5407377667061182,-0.26114435432095495,-0.4658689696667781,1.2276063734129787,0.7964013817580219,0.8798039264445185,-0.4713779871855328,-0.6971855339387222,-0.22515406178158134,0.8321947345189035,2.120676406659374,-0.7352582915140704,0.8170225047058839,-0.23012376422963157,1.8656277875414784,4
-0.4632273364073294,-0.6884861362791299,-0.31543217317606326,1.5763032124333762,1.2939868413248752,0.19852451917132002,-1.4232227841150333,-0.26114435432095495,-0.4353325356451318,1.0532744779849992,0.7964013817580219,0.8798039264445185,-0.08975018293701856,-0.46062696753444987,0.025821159778883305,0.8321947345189035,0.07802840688741731,-0.07696876012370561,0.8170225047058839,-0.21607651469995756,-0.31551762672619016,4
-0.9550087047617748,-0.4912521508602878,-0.07506653858978399,1.5763032124333762,1.2939868413248752,-0.8143760856654199,0.08669377746322568,-1.7460779338822372,-0.4047961016234855,-1.0802354403541181,0.7195483483796254,0.8798039264445185,0.8690104335836666,-0.2732908596357194,1.786610477358352,1.6358069848127623,0.4451402593809948,1.221635521361226,0.8170225047058839,0.025536177210435183,-0.4303147537929095,4
-0.8935360337174691,-0.47191412620944306,-0.28098363617416494,1.5763032124333762,1.2939868413248752,-0.6875549226216106,-1.3233875674469728,-1.1836925523585309,-0.4455113469856805,1.2851687917146701,0.7964013817580219,0.8798039264445185,0.19399833065373678,-0.5326952928569103,0.6118703174928801,1.3314568184489848,0.14795447402905115,0.812635579745368,0.8170225047058839,-0.18798201564060957,0.0977520307139997,4
-0.12704866663378278,-0.870335603660775,-0.3115615510410185,1.5763032124333762,1.2939868413248752,0.8910348173710682,1.0347639737051735,-1.5294636169830145,-0.4658689696667781,-1.5312781037609426,0.4868544417617031,0.8798039264445185,-0.049558816177291534,-0.6971855339387222,0.8870624463968981,1.5187799523395513,-0.0954420289062511,0.9411110657284475,0.8170225047058839,-0.11774576799223958,0.02887375447396805,4
-1.0087972919255421,-0.8293834979425031,-0.2736294541175799,1.5763032124333762,1.2939868413248752,-0.9251777333773796,-1.1288182035756433,-1.2862799119803092,-0.4455113469856805,0.7790306707905127,0.7964013817580219,0.8798039264445185,0.23938794989658335,-0.5326952928569103,0.7245890134919657,1.3869747621820099,0.9406740236443036,0.9543711502909211,0.8170225047058839,-0.17674421601687038,1.0390884726610987,4
0.018948927096443195,-0.8004192990761073,-0.28272541613493507,1.5763032124333762,1.2939868413248752,1.1917344697459948,-1.574797419640264,-1.5527118315735613,-0.4760477810073268,-0.8281942802188552,0.7964013817580219,0.8798039264445185,0.18271431916598985,-0.7923074157764366,0.8251992558192748,1.5311616520210174,-1.1194554929130618,0.7204043248997172,0.8170225047058839,-0.15848279162829418,-0.9583815382998188,4
-0.2307837990210486,-0.7229167034288385,-0.22563373964302494,1.5763032124333762,1.2939868413248752,0.6774412796130733,-1.172541656130998,-1.2545442539678167,-0.4149749129640343,-0.4544497213885879,0.6081114499809507,0.8798039264445185,0.4687449923834808,-0.33144397516969343,0.9018127445061533,1.369800146494815,-0.8437854205277744,1.1886326442279578,0.8170225047058839,-0.1360071923808158,-1.0502192399531942,4
0.18799877246828378,-0.6533560678879705,-0.15422076125144923,1.5763032124333762,1.2939868413248752,1.5398251883109768,0.2317098951051533,-1.6870348492078322,-0.4149749129640343,-1.4650813227139976,0.7643792845170236,0.8798039264445185,0.694552008784346,-0.33144397516969343,1.5792256890162844,1.603854211441237,-0.11695774187290772,1.221635521361226,0.8170225047058839,-0.003963046801880209,-0.7058278587530361,4
-0.7974849852107415,-0.5280906707122351,0.6096465170996331,1.5763032124333762,1.2939868413248752,-0.4899809001954656,0.4590718483929993,-1.6106478584103212,-0.20461281192602668,-1.623789133174375,0.5842016173743387,0.8798039264445185,1.5346403247147955,0.4581922579023386,2.256198326120169,1.5625153108918266,0.10492304809573803,1.221635521361226,0.8170225047058839,0.3570512661107415,-1.3946106211533524,4
-0.924272369239622,-0.5070825234357506,-0.2596952144314188,1.5763032124333762,1.2939868413248752,-0.7509655041435152,0.33300256019172547,-1.3984617728616786,-0.425153724304583,-0.9955364534244866,0.6277516696220966,0.8798039264445185,0.31634744397593456,-0.39375088467037983,1.0127702108802534,1.4476850315879077,-0.15461023956455666,1.1974727006029404,0.8170225047058839,-0.11353159313333738,-0.04000452176606359,4
-0.9396405370006984,-0.4542986445028965,-0.3400106237335975,1.5763032124333762,1.2939868413248752,-0.7826707949044676,-1.43633981988164,-1.0729867685940218,-0.49640540368842434,1.0874007688352876,0.7964013817580219,0.8798039264445185,-0.4509653371908451,-1.0188968766605995,-0.011825123455186612,1.271545368377375,-0.12502613423540399,-0.8416336365596933,0.8170225047058839,-0.22731431432369675,0.0747926053006558,4
1.9783903166336863,-0.9183903807275748,-0.32607638404743633,1.5763032124333762,2.201891865548264,-0.8143760856654199,-0.4321578595269869,-0.4663190735645118,-0.4455113469856805,0.7790306707905127,0.7964013817580219,0.8798039264445185,-0.2184386285557037,-0.5326952928569103,0.0619263670910904,0.9432306219849534,0.3940404410851855,-0.145037194211071,0.8170225047058839,-0.21467178974699017,0.5110216881541895,4
-1.0645069000594443,-0.9063652723592316,-0.3115615510410185,1.5763032124333762,2.201891865548264,-1.0396505200195547,-1.2650896307064994,-0.9124633821354835,-0.45569015832622933,0.0023491838484055077,0.7964013817580219,0.8798039264445185,-0.049558816177291534,-0.6112019988277748,0.2823002239174282,1.1846737657735409,0.1896411679019482,0.09393899645928952,0.8170225047058839,-0.20062454021731618,0.3043868594340946,4
-1.0145603548359459,-0.8817891614579408,-0.33691412602556164,1.5763032124333762,2.201891865548264,-0.93685862997352,-0.002939300275251908,-0.9611739269918675,-0.4760477810073268,0.3362112099982156,0.7964013817580219,0.8798039264445185,-0.39010774714457036,-0.7923074157764366,0.1301740150592867,1.2110348038050491,0.2541883068019179,-0.4529658246062954,0.8170225047058839,-0.21467178974699017,0.46510283732750174,4
